date,pm 2.5,stasiun
9/27/23,65,Balikpapan Sepinggan
9/28/23,63,Balikpapan Sepinggan
9/29/23,57,Balikpapan Sepinggan
9/30/23,46,Balikpapan Sepinggan
10/1/23,37,Balikpapan Sepinggan
10/2/23,55,Balikpapan Sepinggan
10/3/23,54,Balikpapan Sepinggan
10/4/23,62,Balikpapan Sepinggan
10/5/23,64,Balikpapan Sepinggan
10/6/23,63,Balikpapan Sepinggan
10/7/23,59,Balikpapan Sepinggan
10/8/23,51,Balikpapan Sepinggan
10/9/23,54,Balikpapan Sepinggan
10/10/23,58,Balikpapan Sepinggan
10/11/23,60,Balikpapan Sepinggan
10/12/23,67,Balikpapan Sepinggan
10/13/23,67,Balikpapan Sepinggan
10/14/23,65,Balikpapan Sepinggan
10/15/23,62,Balikpapan Sepinggan
10/16/23,53,Balikpapan Sepinggan
10/17/23,65,Balikpapan Sepinggan
10/18/23,45,Balikpapan Sepinggan
10/19/23,59,Balikpapan Sepinggan
10/20/23,38,Balikpapan Sepinggan
10/21/23,54,Balikpapan Sepinggan
10/22/23,57,Balikpapan Sepinggan
10/23/23,60,Balikpapan Sepinggan
10/24/23,53,Balikpapan Sepinggan
10/25/23,65,Balikpapan Sepinggan
10/26/23,53,Balikpapan Sepinggan
10/27/23,65,Balikpapan Sepinggan
10/28/23,71,Balikpapan Sepinggan
10/29/23,71,Balikpapan Sepinggan
10/30/23,76,Balikpapan Sepinggan
10/31/23,66,Balikpapan Sepinggan
11/1/23,79,Balikpapan Sepinggan
11/2/23,72,Balikpapan Sepinggan
11/3/23,69,Balikpapan Sepinggan
11/4/23,67,Balikpapan Sepinggan
11/5/23,61,Balikpapan Sepinggan
11/6/23,51,Balikpapan Sepinggan
11/7/23,58,Balikpapan Sepinggan
11/8/23,58,Balikpapan Sepinggan
11/9/23,55,Balikpapan Sepinggan
11/10/23,71,Balikpapan Sepinggan
11/11/23,63,Balikpapan Sepinggan
11/12/23,68,Balikpapan Sepinggan
11/13/23,67,Balikpapan Sepinggan
11/14/23,57,Balikpapan Sepinggan
11/15/23,59,Balikpapan Sepinggan
11/16/23,62,Balikpapan Sepinggan
11/17/23,71,Balikpapan Sepinggan
11/18/23,null,Balikpapan Sepinggan
11/19/23,null,Balikpapan Sepinggan
11/20/23,54,Balikpapan Sepinggan
11/21/23,56,Balikpapan Sepinggan
11/22/23,56,Balikpapan Sepinggan
11/23/23,49,Balikpapan Sepinggan
11/24/23,48,Balikpapan Sepinggan
11/25/23,60,Balikpapan Sepinggan
11/26/23,67,Balikpapan Sepinggan
11/27/23,67,Balikpapan Sepinggan
11/28/23,65,Balikpapan Sepinggan
11/29/23,62,Balikpapan Sepinggan
11/30/23,53,Balikpapan Sepinggan
12/1/23,65,Balikpapan Sepinggan
12/2/23,45,Balikpapan Sepinggan
12/3/23,59,Balikpapan Sepinggan
12/8/23,38,Balikpapan Sepinggan
12/9/23,54,Balikpapan Sepinggan
12/10/23,57,Balikpapan Sepinggan
12/11/23,60,Balikpapan Sepinggan
12/12/23,53,Balikpapan Sepinggan
12/13/23,65,Balikpapan Sepinggan
12/14/23,53,Balikpapan Sepinggan
12/15/23,65,Balikpapan Sepinggan
12/16/23,71,Balikpapan Sepinggan
12/17/23,71,Balikpapan Sepinggan
12/18/23,76,Balikpapan Sepinggan
12/19/23,66,Balikpapan Sepinggan
12/20/23,79,Balikpapan Sepinggan
12/21/23,72,Balikpapan Sepinggan
12/22/23,69,Balikpapan Sepinggan
12/23/23,67,Balikpapan Sepinggan
12/24/23,61,Balikpapan Sepinggan
12/25/23,51,Balikpapan Sepinggan
12/26/23,58,Balikpapan Sepinggan
12/27/23,58,Balikpapan Sepinggan
12/28/23,55,Balikpapan Sepinggan
12/29/23,63,Balikpapan Sepinggan
12/30/23,57,Balikpapan Sepinggan
12/31/23,46,Balikpapan Sepinggan
1/1/24,37,Balikpapan Sepinggan
1/2/24,55,Balikpapan Sepinggan
1/3/24,54,Balikpapan Sepinggan
1/4/24,62,Balikpapan Sepinggan
1/5/24,64,Balikpapan Sepinggan
1/7/24,63,Balikpapan Sepinggan
1/8/24,59,Balikpapan Sepinggan
1/9/24,51,Balikpapan Sepinggan
1/10/24,54,Balikpapan Sepinggan
1/11/24,58,Balikpapan Sepinggan
1/12/24,60,Balikpapan Sepinggan
1/13/24,67,Balikpapan Sepinggan
1/14/24,67,Balikpapan Sepinggan
1/29/24,65,Balikpapan Sepinggan
1/30/24,62,Balikpapan Sepinggan
1/31/24,53,Balikpapan Sepinggan
2/1/24,65,Balikpapan Sepinggan
2/2/24,45,Balikpapan Sepinggan
2/3/24,59,Balikpapan Sepinggan
2/4/24,38,Balikpapan Sepinggan
2/5/24,54,Balikpapan Sepinggan
2/6/24,57,Balikpapan Sepinggan
2/7/24,60,Balikpapan Sepinggan
2/8/24,53,Balikpapan Sepinggan
2/9/24,65,Balikpapan Sepinggan
2/10/24,53,Balikpapan Sepinggan
2/11/24,65,Balikpapan Sepinggan
2/12/24,71,Balikpapan Sepinggan
2/13/24,71,Balikpapan Sepinggan
2/14/24,76,Balikpapan Sepinggan
2/15/24,66,Balikpapan Sepinggan
9/27/23,186,Banjar Baru Landasan Ulin
9/28/23,169,Banjar Baru Landasan Ulin
9/29/23,196,Banjar Baru Landasan Ulin
9/30/23,215,Banjar Baru Landasan Ulin
10/1/23,125,Banjar Baru Landasan Ulin
10/2/23,157,Banjar Baru Landasan Ulin
10/3/23,172,Banjar Baru Landasan Ulin
10/4/23,180,Banjar Baru Landasan Ulin
10/5/23,137,Banjar Baru Landasan Ulin
10/6/23,111,Banjar Baru Landasan Ulin
10/7/23,106,Banjar Baru Landasan Ulin
10/8/23,120,Banjar Baru Landasan Ulin
10/9/23,181,Banjar Baru Landasan Ulin
10/10/23,152,Banjar Baru Landasan Ulin
10/11/23,115,Banjar Baru Landasan Ulin
10/12/23,121,Banjar Baru Landasan Ulin
10/13/23,182,Banjar Baru Landasan Ulin
10/14/23,172,Banjar Baru Landasan Ulin
10/15/23,161,Banjar Baru Landasan Ulin
10/16/23,152,Banjar Baru Landasan Ulin
10/17/23,143,Banjar Baru Landasan Ulin
10/18/23,108,Banjar Baru Landasan Ulin
10/19/23,138,Banjar Baru Landasan Ulin
10/20/23,91,Banjar Baru Landasan Ulin
10/21/23,91,Banjar Baru Landasan Ulin
10/22/23,91,Banjar Baru Landasan Ulin
10/23/23,91,Banjar Baru Landasan Ulin
10/24/23,93,Banjar Baru Landasan Ulin
10/25/23,130,Banjar Baru Landasan Ulin
10/26/23,121,Banjar Baru Landasan Ulin
10/27/23,121,Banjar Baru Landasan Ulin
10/28/23,112,Banjar Baru Landasan Ulin
10/29/23,137,Banjar Baru Landasan Ulin
10/30/23,172,Banjar Baru Landasan Ulin
10/31/23,158,Banjar Baru Landasan Ulin
11/1/23,null,Banjar Baru Landasan Ulin
11/2/23,null,Banjar Baru Landasan Ulin
11/3/23,null,Banjar Baru Landasan Ulin
11/4/23,null,Banjar Baru Landasan Ulin
11/5/23,null,Banjar Baru Landasan Ulin
11/6/23,92,Banjar Baru Landasan Ulin
11/7/23,109,Banjar Baru Landasan Ulin
11/8/23,81,Banjar Baru Landasan Ulin
11/9/23,88,Banjar Baru Landasan Ulin
11/10/23,94,Banjar Baru Landasan Ulin
11/11/23,78,Banjar Baru Landasan Ulin
11/12/23,117,Banjar Baru Landasan Ulin
11/13/23,92,Banjar Baru Landasan Ulin
11/14/23,67,Banjar Baru Landasan Ulin
11/15/23,77,Banjar Baru Landasan Ulin
11/16/23,75,Banjar Baru Landasan Ulin
11/17/23,75,Banjar Baru Landasan Ulin
11/18/23,80,Banjar Baru Landasan Ulin
11/19/23,67,Banjar Baru Landasan Ulin
11/20/23,75,Banjar Baru Landasan Ulin
11/21/23,71,Banjar Baru Landasan Ulin
11/22/23,64,Banjar Baru Landasan Ulin
11/23/23,52,Banjar Baru Landasan Ulin
11/24/23,46,Banjar Baru Landasan Ulin
11/25/23,115,Banjar Baru Landasan Ulin
11/26/23,121,Banjar Baru Landasan Ulin
11/27/23,182,Banjar Baru Landasan Ulin
11/28/23,172,Banjar Baru Landasan Ulin
11/29/23,161,Banjar Baru Landasan Ulin
11/30/23,152,Banjar Baru Landasan Ulin
12/1/23,143,Banjar Baru Landasan Ulin
12/2/23,108,Banjar Baru Landasan Ulin
12/3/23,138,Banjar Baru Landasan Ulin
12/8/23,91,Banjar Baru Landasan Ulin
12/9/23,91,Banjar Baru Landasan Ulin
12/10/23,91,Banjar Baru Landasan Ulin
12/11/23,91,Banjar Baru Landasan Ulin
12/12/23,93,Banjar Baru Landasan Ulin
12/13/23,130,Banjar Baru Landasan Ulin
12/14/23,121,Banjar Baru Landasan Ulin
12/15/23,121,Banjar Baru Landasan Ulin
12/16/23,112,Banjar Baru Landasan Ulin
12/17/23,137,Banjar Baru Landasan Ulin
12/18/23,172,Banjar Baru Landasan Ulin
12/19/23,158,Banjar Baru Landasan Ulin
12/20/23,null,Banjar Baru Landasan Ulin
12/21/23,null,Banjar Baru Landasan Ulin
12/22/23,null,Banjar Baru Landasan Ulin
12/23/23,null,Banjar Baru Landasan Ulin
12/24/23,null,Banjar Baru Landasan Ulin
12/25/23,92,Banjar Baru Landasan Ulin
12/26/23,109,Banjar Baru Landasan Ulin
12/27/23,81,Banjar Baru Landasan Ulin
12/28/23,88,Banjar Baru Landasan Ulin
12/29/23,169,Banjar Baru Landasan Ulin
12/30/23,196,Banjar Baru Landasan Ulin
12/31/23,215,Banjar Baru Landasan Ulin
1/1/24,125,Banjar Baru Landasan Ulin
1/2/24,157,Banjar Baru Landasan Ulin
1/3/24,172,Banjar Baru Landasan Ulin
1/4/24,180,Banjar Baru Landasan Ulin
1/5/24,137,Banjar Baru Landasan Ulin
1/7/24,111,Banjar Baru Landasan Ulin
1/8/24,106,Banjar Baru Landasan Ulin
1/9/24,120,Banjar Baru Landasan Ulin
1/10/24,181,Banjar Baru Landasan Ulin
1/11/24,152,Banjar Baru Landasan Ulin
1/12/24,115,Banjar Baru Landasan Ulin
1/13/24,121,Banjar Baru Landasan Ulin
1/14/24,182,Banjar Baru Landasan Ulin
1/29/24,172,Banjar Baru Landasan Ulin
1/30/24,161,Banjar Baru Landasan Ulin
1/31/24,152,Banjar Baru Landasan Ulin
2/1/24,143,Banjar Baru Landasan Ulin
2/2/24,108,Banjar Baru Landasan Ulin
2/3/24,138,Banjar Baru Landasan Ulin
2/4/24,91,Banjar Baru Landasan Ulin
2/5/24,91,Banjar Baru Landasan Ulin
2/6/24,91,Banjar Baru Landasan Ulin
2/7/24,91,Banjar Baru Landasan Ulin
2/8/24,93,Banjar Baru Landasan Ulin
2/9/24,130,Banjar Baru Landasan Ulin
2/10/24,121,Banjar Baru Landasan Ulin
2/11/24,121,Banjar Baru Landasan Ulin
2/12/24,112,Banjar Baru Landasan Ulin
2/13/24,137,Banjar Baru Landasan Ulin
2/14/24,172,Banjar Baru Landasan Ulin
2/15/24,158,Banjar Baru Landasan Ulin
9/27/23,191,Banjarmasin Kayu Tangi
9/28/23,189,Banjarmasin Kayu Tangi
9/29/23,166,Banjarmasin Kayu Tangi
9/30/23,166,Banjarmasin Kayu Tangi
10/1/23,197,Banjarmasin Kayu Tangi
10/2/23,183,Banjarmasin Kayu Tangi
10/3/23,247,Banjarmasin Kayu Tangi
10/4/23,209,Banjarmasin Kayu Tangi
10/5/23,131,Banjarmasin Kayu Tangi
10/6/23,154,Banjarmasin Kayu Tangi
10/7/23,153,Banjarmasin Kayu Tangi
10/8/23,180,Banjarmasin Kayu Tangi
10/9/23,163,Banjarmasin Kayu Tangi
10/10/23,102,Banjarmasin Kayu Tangi
10/11/23,153,Banjarmasin Kayu Tangi
10/12/23,167,Banjarmasin Kayu Tangi
10/13/23,157,Banjarmasin Kayu Tangi
10/14/23,129,Banjarmasin Kayu Tangi
10/15/23,115,Banjarmasin Kayu Tangi
10/16/23,71,Banjarmasin Kayu Tangi
10/17/23,66,Banjarmasin Kayu Tangi
10/18/23,68,Banjarmasin Kayu Tangi
10/19/23,64,Banjarmasin Kayu Tangi
10/20/23,49,Banjarmasin Kayu Tangi
10/21/23,78,Banjarmasin Kayu Tangi
10/22/23,71,Banjarmasin Kayu Tangi
10/23/23,58,Banjarmasin Kayu Tangi
10/24/23,55,Banjarmasin Kayu Tangi
10/25/23,66,Banjarmasin Kayu Tangi
10/26/23,66,Banjarmasin Kayu Tangi
10/27/23,69,Banjarmasin Kayu Tangi
10/28/23,82,Banjarmasin Kayu Tangi
10/29/23,93,Banjarmasin Kayu Tangi
10/30/23,89,Banjarmasin Kayu Tangi
10/31/23,92,Banjarmasin Kayu Tangi
11/1/23,152,Banjarmasin Kayu Tangi
11/2/23,106,Banjarmasin Kayu Tangi
11/3/23,97,Banjarmasin Kayu Tangi
11/4/23,88,Banjarmasin Kayu Tangi
11/5/23,75,Banjarmasin Kayu Tangi
11/6/23,61,Banjarmasin Kayu Tangi
11/7/23,74,Banjarmasin Kayu Tangi
11/8/23,63,Banjarmasin Kayu Tangi
11/9/23,66,Banjarmasin Kayu Tangi
11/10/23,87,Banjarmasin Kayu Tangi
11/11/23,77,Banjarmasin Kayu Tangi
11/12/23,96,Banjarmasin Kayu Tangi
11/13/23,64,Banjarmasin Kayu Tangi
11/14/23,70,Banjarmasin Kayu Tangi
11/15/23,66,Banjarmasin Kayu Tangi
11/16/23,64,Banjarmasin Kayu Tangi
11/17/23,55,Banjarmasin Kayu Tangi
11/18/23,58,Banjarmasin Kayu Tangi
11/19/23,59,Banjarmasin Kayu Tangi
11/20/23,70,Banjarmasin Kayu Tangi
11/21/23,69,Banjarmasin Kayu Tangi
11/22/23,62,Banjarmasin Kayu Tangi
11/23/23,56,Banjarmasin Kayu Tangi
11/24/23,43,Banjarmasin Kayu Tangi
11/25/23,153,Banjarmasin Kayu Tangi
11/26/23,167,Banjarmasin Kayu Tangi
11/27/23,157,Banjarmasin Kayu Tangi
11/28/23,129,Banjarmasin Kayu Tangi
11/29/23,115,Banjarmasin Kayu Tangi
11/30/23,71,Banjarmasin Kayu Tangi
12/1/23,66,Banjarmasin Kayu Tangi
12/2/23,68,Banjarmasin Kayu Tangi
12/3/23,64,Banjarmasin Kayu Tangi
12/8/23,49,Banjarmasin Kayu Tangi
12/9/23,78,Banjarmasin Kayu Tangi
12/10/23,71,Banjarmasin Kayu Tangi
12/11/23,58,Banjarmasin Kayu Tangi
12/12/23,55,Banjarmasin Kayu Tangi
12/13/23,66,Banjarmasin Kayu Tangi
12/14/23,66,Banjarmasin Kayu Tangi
12/15/23,69,Banjarmasin Kayu Tangi
12/16/23,82,Banjarmasin Kayu Tangi
12/17/23,93,Banjarmasin Kayu Tangi
12/18/23,89,Banjarmasin Kayu Tangi
12/19/23,92,Banjarmasin Kayu Tangi
12/20/23,152,Banjarmasin Kayu Tangi
12/21/23,106,Banjarmasin Kayu Tangi
12/22/23,97,Banjarmasin Kayu Tangi
12/23/23,88,Banjarmasin Kayu Tangi
12/24/23,75,Banjarmasin Kayu Tangi
12/25/23,61,Banjarmasin Kayu Tangi
12/26/23,74,Banjarmasin Kayu Tangi
12/27/23,63,Banjarmasin Kayu Tangi
12/28/23,66,Banjarmasin Kayu Tangi
12/29/23,189,Banjarmasin Kayu Tangi
12/30/23,166,Banjarmasin Kayu Tangi
12/31/23,166,Banjarmasin Kayu Tangi
1/1/24,197,Banjarmasin Kayu Tangi
1/2/24,183,Banjarmasin Kayu Tangi
1/3/24,247,Banjarmasin Kayu Tangi
1/4/24,209,Banjarmasin Kayu Tangi
1/5/24,131,Banjarmasin Kayu Tangi
1/7/24,154,Banjarmasin Kayu Tangi
1/8/24,153,Banjarmasin Kayu Tangi
1/9/24,180,Banjarmasin Kayu Tangi
1/10/24,163,Banjarmasin Kayu Tangi
1/11/24,102,Banjarmasin Kayu Tangi
1/12/24,153,Banjarmasin Kayu Tangi
1/13/24,167,Banjarmasin Kayu Tangi
1/14/24,157,Banjarmasin Kayu Tangi
1/29/24,129,Banjarmasin Kayu Tangi
1/30/24,115,Banjarmasin Kayu Tangi
1/31/24,71,Banjarmasin Kayu Tangi
2/1/24,66,Banjarmasin Kayu Tangi
2/2/24,68,Banjarmasin Kayu Tangi
2/3/24,64,Banjarmasin Kayu Tangi
2/4/24,49,Banjarmasin Kayu Tangi
2/5/24,78,Banjarmasin Kayu Tangi
2/6/24,71,Banjarmasin Kayu Tangi
2/7/24,58,Banjarmasin Kayu Tangi
2/8/24,55,Banjarmasin Kayu Tangi
2/9/24,66,Banjarmasin Kayu Tangi
2/10/24,66,Banjarmasin Kayu Tangi
2/11/24,69,Banjarmasin Kayu Tangi
2/12/24,82,Banjarmasin Kayu Tangi
2/13/24,93,Banjarmasin Kayu Tangi
2/14/24,89,Banjarmasin Kayu Tangi
2/15/24,92,Banjarmasin Kayu Tangi
9/27/23,173,Kabupaten Barito Selatan Sanggu
9/28/23,181,Kabupaten Barito Selatan Sanggu
9/29/23,267,Kabupaten Barito Selatan Sanggu
9/30/23,282,Kabupaten Barito Selatan Sanggu
10/1/23,282,Kabupaten Barito Selatan Sanggu
10/2/23,337,Kabupaten Barito Selatan Sanggu
10/3/23,332,Kabupaten Barito Selatan Sanggu
10/4/23,272,Kabupaten Barito Selatan Sanggu
10/5/23,181,Kabupaten Barito Selatan Sanggu
10/6/23,167,Kabupaten Barito Selatan Sanggu
10/7/23,156,Kabupaten Barito Selatan Sanggu
10/8/23,120,Kabupaten Barito Selatan Sanggu
10/9/23,61,Kabupaten Barito Selatan Sanggu
10/10/23,83,Kabupaten Barito Selatan Sanggu
10/11/23,137,Kabupaten Barito Selatan Sanggu
10/12/23,128,Kabupaten Barito Selatan Sanggu
10/13/23,203,Kabupaten Barito Selatan Sanggu
10/14/23,182,Kabupaten Barito Selatan Sanggu
10/15/23,126,Kabupaten Barito Selatan Sanggu
10/16/23,55,Kabupaten Barito Selatan Sanggu
10/17/23,42,Kabupaten Barito Selatan Sanggu
10/18/23,52,Kabupaten Barito Selatan Sanggu
10/19/23,84,Kabupaten Barito Selatan Sanggu
10/20/23,56,Kabupaten Barito Selatan Sanggu
10/21/23,46,Kabupaten Barito Selatan Sanggu
10/22/23,41,Kabupaten Barito Selatan Sanggu
10/23/23,36,Kabupaten Barito Selatan Sanggu
10/24/23,16,Kabupaten Barito Selatan Sanggu
10/25/23,22,Kabupaten Barito Selatan Sanggu
10/26/23,21,Kabupaten Barito Selatan Sanggu
10/27/23,null,Kabupaten Barito Selatan Sanggu
10/28/23,56,Kabupaten Barito Selatan Sanggu
10/29/23,61,Kabupaten Barito Selatan Sanggu
10/30/23,72,Kabupaten Barito Selatan Sanggu
10/31/23,142,Kabupaten Barito Selatan Sanggu
11/1/23,91,Kabupaten Barito Selatan Sanggu
11/2/23,null,Kabupaten Barito Selatan Sanggu
11/3/23,null,Kabupaten Barito Selatan Sanggu
11/4/23,25,Kabupaten Barito Selatan Sanggu
11/5/23,23,Kabupaten Barito Selatan Sanggu
11/6/23,70,Kabupaten Barito Selatan Sanggu
11/7/23,30,Kabupaten Barito Selatan Sanggu
11/8/23,40,Kabupaten Barito Selatan Sanggu
11/9/23,null,Kabupaten Barito Selatan Sanggu
11/10/23,59,Kabupaten Barito Selatan Sanggu
11/11/23,90,Kabupaten Barito Selatan Sanggu
11/12/23,58,Kabupaten Barito Selatan Sanggu
11/13/23,26,Kabupaten Barito Selatan Sanggu
11/14/23,32,Kabupaten Barito Selatan Sanggu
11/15/23,43,Kabupaten Barito Selatan Sanggu
11/16/23,24,Kabupaten Barito Selatan Sanggu
11/17/23,21,Kabupaten Barito Selatan Sanggu
11/18/23,14,Kabupaten Barito Selatan Sanggu
11/19/23,25,Kabupaten Barito Selatan Sanggu
11/20/23,29,Kabupaten Barito Selatan Sanggu
11/21/23,45,Kabupaten Barito Selatan Sanggu
11/22/23,40,Kabupaten Barito Selatan Sanggu
11/23/23,null,Kabupaten Barito Selatan Sanggu
11/24/23,16,Kabupaten Barito Selatan Sanggu
11/25/23,137,Kabupaten Barito Selatan Sanggu
11/26/23,128,Kabupaten Barito Selatan Sanggu
11/27/23,203,Kabupaten Barito Selatan Sanggu
11/28/23,182,Kabupaten Barito Selatan Sanggu
11/29/23,126,Kabupaten Barito Selatan Sanggu
11/30/23,55,Kabupaten Barito Selatan Sanggu
12/1/23,42,Kabupaten Barito Selatan Sanggu
12/2/23,52,Kabupaten Barito Selatan Sanggu
12/3/23,84,Kabupaten Barito Selatan Sanggu
12/8/23,56,Kabupaten Barito Selatan Sanggu
12/9/23,46,Kabupaten Barito Selatan Sanggu
12/10/23,41,Kabupaten Barito Selatan Sanggu
12/11/23,36,Kabupaten Barito Selatan Sanggu
12/12/23,16,Kabupaten Barito Selatan Sanggu
12/13/23,22,Kabupaten Barito Selatan Sanggu
12/14/23,21,Kabupaten Barito Selatan Sanggu
12/15/23,null,Kabupaten Barito Selatan Sanggu
12/16/23,56,Kabupaten Barito Selatan Sanggu
12/17/23,61,Kabupaten Barito Selatan Sanggu
12/18/23,72,Kabupaten Barito Selatan Sanggu
12/19/23,142,Kabupaten Barito Selatan Sanggu
12/20/23,91,Kabupaten Barito Selatan Sanggu
12/21/23,null,Kabupaten Barito Selatan Sanggu
12/22/23,null,Kabupaten Barito Selatan Sanggu
12/23/23,25,Kabupaten Barito Selatan Sanggu
12/24/23,23,Kabupaten Barito Selatan Sanggu
12/25/23,70,Kabupaten Barito Selatan Sanggu
12/26/23,30,Kabupaten Barito Selatan Sanggu
12/27/23,40,Kabupaten Barito Selatan Sanggu
12/28/23,null,Kabupaten Barito Selatan Sanggu
12/29/23,181,Kabupaten Barito Selatan Sanggu
12/30/23,267,Kabupaten Barito Selatan Sanggu
12/31/23,282,Kabupaten Barito Selatan Sanggu
1/1/24,282,Kabupaten Barito Selatan Sanggu
1/2/24,337,Kabupaten Barito Selatan Sanggu
1/3/24,332,Kabupaten Barito Selatan Sanggu
1/4/24,272,Kabupaten Barito Selatan Sanggu
1/5/24,181,Kabupaten Barito Selatan Sanggu
1/7/24,167,Kabupaten Barito Selatan Sanggu
1/8/24,156,Kabupaten Barito Selatan Sanggu
1/9/24,120,Kabupaten Barito Selatan Sanggu
1/10/24,61,Kabupaten Barito Selatan Sanggu
1/11/24,83,Kabupaten Barito Selatan Sanggu
1/12/24,137,Kabupaten Barito Selatan Sanggu
1/13/24,128,Kabupaten Barito Selatan Sanggu
1/14/24,203,Kabupaten Barito Selatan Sanggu
1/29/24,182,Kabupaten Barito Selatan Sanggu
1/30/24,126,Kabupaten Barito Selatan Sanggu
1/31/24,55,Kabupaten Barito Selatan Sanggu
2/1/24,42,Kabupaten Barito Selatan Sanggu
2/2/24,52,Kabupaten Barito Selatan Sanggu
2/3/24,84,Kabupaten Barito Selatan Sanggu
2/4/24,56,Kabupaten Barito Selatan Sanggu
2/5/24,46,Kabupaten Barito Selatan Sanggu
2/6/24,41,Kabupaten Barito Selatan Sanggu
2/7/24,36,Kabupaten Barito Selatan Sanggu
2/8/24,16,Kabupaten Barito Selatan Sanggu
2/9/24,22,Kabupaten Barito Selatan Sanggu
2/10/24,21,Kabupaten Barito Selatan Sanggu
